Family,Chip Type,Soviet Manufacturer,Soviet Part Number,Western Manufacturer,Western Part Number,Blank,Blank,Description,Comments,Blank,Blank,Reference 1,Reference 2,Reference 3,Reference 4
,,,KA1835VE39,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE39,Intel,80C39,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KA1835VE49,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE49,Intel,80C49,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE51,Intel,80C51,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE651,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE35,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KS1850VE35,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1850VE35,Intel,8035,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE39,Intel,8039,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE40,Intel,8040,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE48,Intel,8048,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE50,Intel,8050,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-48,,,KM1873VE48,Intel,80C48,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8080,,,580VM80,Intel,Intel 8080,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8080A ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8080AC ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MMN8080 ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,8080APC ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MCY7880N ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR580VM80A,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8080,,,KR580IK80A,Intel,Intel 8080A,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,M1821VM85,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8085,,,IM1821VM85A,Intel,80C85,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,M1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KM1810VM86,Intel,Intel 8086,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1810VM86B,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KR1810VM86M,Intel,Intel 8086-2,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1834VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,EKR1834VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,EKE1834VM86A ,Intel,80C86,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KR1835VM86,Intel,80C86,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KM1810VM87,Intel,Intel 8087,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KM1810VM87B,Intel,Intel 8087-2,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8088,,,SM688,Intel,Intel 8088,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1810VM88,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8088,,,KM1810VM88,Intel,Intel 8088,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
286,,,KR1847VM286,Intel,80C286,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
,,,KL1868VE2,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KF1868VE2,Matsushita,MN15500,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1868VE3,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KF1868VE3,Matsushita,Matsushita MN15500,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1868VE4,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KF1868VE4,Matsushita,Matsushita MN15500,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
,,,SM601,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
6800,,,SM601P,Motorola,Motorola 6800,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
6805,,,SM650,Motorola,Motorola MC6805P2,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
6805,,,SM652,Motorola,Motorola MC6805U2,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
6805,,,SM653,Motorola,Motorola MC6805U3,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K1800VS1,Motorola,Motorola 10800,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K1800VU1,Motorola,Motorola 10801,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KA1843VM2,Motorola,Motorola 68881,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
,,,KR1820VE1,National Semiconductors,NS COP402,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1820VE2,National Semiconductors,NS COP420L,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1820VE3,National Semiconductors,NS COP424,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1820VE4,National Semiconductors,NS COP404C,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1820VE5,National Semiconductors,NS COP444,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KA1829VM1,National Semiconductors,NS COP420,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
6502,,,SM630,Synertek,Synertek 6502,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
,,,KR1803VE1,TI,TMS0270 (?),,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
TMS1000,,,KR1803VE2,TI,TMS1000NLL (?),,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1803VE3,TI,TMS1099 (?),,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1814VE1,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
TMS1000,,,KR1814VE2,TI,TMS1000NLL,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1814VE3,TI,TMS1099,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1814VE4,TI,TMS1200NLL,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1814VE5,TI,TMS1200NLL,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1814VE7,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K1827VE1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,1827VE1,TI,TMS9940,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
Z80,,,KR1858VM1,Zilog,Zilog Z80,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
Z80,,,KR1858VM2,Zilog,Zilog Z80A,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
Z80,,,KR1858VM3,Zilog,Zilog Z80,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1807VM1,,Micro T-11,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1807VM2,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1807VM2,,Micro VAX1,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1807VM3,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1807VM4,,78132,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KN1811VM1,DEC,DEC302F,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1811VT1,DEC,DEC304E,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KN1811VU1,DEC,DEC303A,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KN1811VU2,DEC,DEC303D,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KN1811VU3,DEC,DEC303D,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1813VE1A,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1813VE1B,,2920-16,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1831VM1,,J11,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KL1831VM2,DEC,DC321,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KN1831VU1,,J11,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR581IK1,,CP1611,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR581IK2,,CP1621,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KF1869VE2,,mPD1723,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
8080,,,580ВМ80 ,Intel,8080,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
8080,,,КР580ВМ80А ,Intel,8080A ,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,583РА1 ,,TMS4000,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
,,,,,,,,,,,,,,,
3002,,,К589ИК01,Intel,3001,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
3002,,,К589ИК02,Intel,3002,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
3002,,,К589ИК03,Intel,3003,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh1.htm,,,
,,,,,,,,,,,,,,,
,,,К1800ВС1,Motorola,MC10800,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВУ1,Motorola,MC10801,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,"К1800ВБ2 
КР1800ВБ2",Motorola,MC10802,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВТ3,Motorola,MC10803,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВА4,Motorola,MC10804,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800РП6,Motorola,MC10806,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВА7,Motorola,MC10807,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВР8,Motorola,MC10808,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,К1800ВР1,Motorola,MC10901,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,"К1800ВЖ5 
КР1800ВЖ5",Motorola,MC10905,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,,,,,,,,,,,,,
29000,,,КМ1804ВМ1,AMD,AM29116,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2900,,,"1804ВС1 
КМ1804ВС1 
КР1804ВС1",AMD,AM2901,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,,,,,,,,,,,,,
2900,,,1804ВС2 ,AMD,AM2903,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
2900,,,КМ1804ВС2,AMD,AM2903,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh2.htm,,,
,,,,,,,,,,,,,,,
,,,КР1807ВМ1,,MICRO T-11,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
,,,КЛ1807ВМ2,,Micro VAX1,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
8086,,,К1810ВМ86,Intel,8086,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
8086,,,М1810ВМ86,Intel,М8086 ,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
8086,,,КР1810ВМ86Б ,Intel, 8086-2 ,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
8086,,,КМ1810ВМ87,Intel,8087,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
8088,,,КМ1810ВМ88,Intel,8088,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
,,,КМ1810ВМ89 ,Intel,8089,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КР1810ВМ89,Intel,8089,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
,,,КН1811ВМ1,DEC,DEC302F,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КМ1811ВТ1,DEC,DEC304E,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КН1811ВУ1,DEC,DEC303A,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КН1811ВУ2,DEC,DEC303D,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КН1811ВУ3,DEC,DEC303D,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
TMS1000,,,КР1814ВЕ2,TI,TMS1000NLL,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КР1814ВЕ3,TI,TMS1099,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КР1814ВЕ4,TI,TMS1200NLL,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,КР1814ВЕ5,TI,TMS1200NLL,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh3.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,КМ1816ВЕ31 ,Intel,8031AH,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
MCS-51,,,КР1816ВЕ31,Intel,8031AH,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
,,,КМ1816ВЕ35 ,Intel,8035,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1816ВЕ35,Intel,8035,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,КМ1816ВЕ39,Intel,P8039H,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,М1816ВЕ39,Intel,M8039,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
MCS-48,,,КМ1816ВЕ48,Intel,8748,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
,,,КМ1816ВЕ49 ,Intel,8049,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1816ВЕ49,Intel,8049,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,КМ1816ВЕ51 ,Intel,8051AH,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
MCS-51,,,КР1816ВЕ51,Intel,8051AH,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,"КС1816ВЕ751А,Б",Intel,8751H,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
,,,КР1820ВГ1,National Semiconductors,COP472,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВЕ1,National Semiconductors,COP402,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВЕ2,National Semiconductors,COP420,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВЕ3,National Semiconductors,COP424,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВЕ4,National Semiconductors,COP404C,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВЕ6,National Semiconductors,COP444,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,КР1820ВП1,National Semiconductors,COP498,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
8085,,,М1821ВМ85,,MSM80C85A,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh4.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,КА1829ВМ1,National Semiconductors,COP420,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,КР1830ВЕ31,Intel,80C31,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КР1830ВЕ35,Intel,80C35,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КР1830ВЕ39,Intel,80C39,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
MCS-48,,,КР1830ВЕ48,,MPD80C48C,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
MCS-51,,,КР1830ВЕ51,Intel,80C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,КМ1830ВЕ751,Intel,87C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КМ1830ВЕ753,Intel,87C53,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
8086,,,КР1834ВМ86,Intel,80C86,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КР1834ВВ51,Intel,82C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,КР1835ВЕ31,Intel,80C31,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
,,,КР1835ВЕ39 ,Intel,80C39,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КА1835ВЕ39,Intel,80C39,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
,,,КР1835ВЕ49 ,Intel,80C49,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,КА1835ВЕ49,Intel,80C49,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
MCS-51,,,КР1835ВЕ51,Intel,80C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
8086,,,КР1835ВМ86,Intel,80C86,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh5.htm,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
68000,,,КА1843ВМ2,Motorola,MC68881,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
286,,,КР1847ВМ286,Intel,80C286,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КР1850ВЕ35 ,Intel,8035,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КМ1850ВЕ35 ,Intel,8035,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КС1850ВЕ35,Intel,8035,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КР1850ВЕ39,Intel,8039,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КР1850ВЕ40,Intel,8040,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
MCS-48,,,КР1850ВЕ48,Intel,8048,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,,КР1850ВЕ50,Intel,8050,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
Z80,,,КР1858ВМ1,Zilog,Z80,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
Z80,,,КР1858ВМ3,Zilog,Z80,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
TMS320,,,1867ВМ1,TI,TMS320C10,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
TMS320,,,1867ВМ2,TI,TMS320C25,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
MCS-51,,,1880ВЕ31Р ,Intel,80C31,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
MCS-51,,,1880ВЕ31У,Intel,80C31,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
MCS-51,,,1880ВЕ51Р ,Intel,80C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
MCS-51,,,1880ВЕ51У,Intel,80C51,,,,,,,http://www.inp.nsk.su/~kozak/adv/advh6.htm,,,
,,ZMD,U8032 C1,,,,,,,,,,,,
8008,,DDR,U808D,Intel,8008,,,,,,,,,,
,,Pravetz,CM601P ,,,,,,,,,http://www.cpushack.com/chippics/Pravetz/,,,
,,Pravetz,CM602P ,,,,,,,,,http://www.cpushack.com/chippics/Pravetz/,,,
,,Pravetz,CM609P ,,,,,,,,,http://www.cpushack.com/chippics/Pravetz/,,,
,,Unitra CEMI,MCY7880,,,,,,,,,http://www.cpushack.com/chippics/UnitraCemi/,,,
,,Tesla,MHB8035 ,Intel,8035,,,,,,,http://www.cpushack.com/chippics/Tesla/,,,
MCS-48,,Tesla,MHB8048 ,Intel,8048,,,,,,,http://www.cpushack.com/chippics/Tesla/,,,
8080,,Tesla,MHB8080A ,Intel,8080A ,,,,,,,http://www.cpushack.com/chippics/Tesla/,,,
MCS-48,,Tesla,MHB8748C ,Intel,8748,,,,,,,http://www.cpushack.com/chippics/Tesla/,,,
